geneID,Fst_p1_p2,Fst_p1_p3,Fst_p1_p4,Fst_p1_p5,Fst_p1_p6,Fst_p1_p7,Fst_p1_p8,Fst_p1_p9,Fst_p1_p10,Fst_p2_p3,Fst_p2_p4,Fst_p2_p5,Fst_p2_p6,Fst_p2_p7,Fst_p2_p8,Fst_p2_p9,Fst_p2_p10,Fst_p3_p4,Fst_p3_p5,Fst_p3_p6,Fst_p3_p7,Fst_p3_p8,Fst_p3_p9,Fst_p3_p10,Fst_p4_p5,Fst_p4_p6,Fst_p4_p7,Fst_p4_p8,Fst_p4_p9,Fst_p4_p10,Fst_p5_p6,Fst_p5_p7,Fst_p5_p8,Fst_p5_p9,Fst_p5_p10,Fst_p6_p7,Fst_p6_p8,Fst_p6_p9,Fst_p6_p10,Fst_p7_p8,Fst_p7_p9,Fst_p7_p10,Fst_p8_p9,Fst_p8_p10,Fst_p9_p10
72036,0.0137,-0.0205,-0.0205,-0.0171,-0.0171,-0.0062,0.0378,-0.0263,-0.0263,-0.0103,-0.0103,0.0542,0.0542,-0.0226,-0.0231,0.0137,0.0137,-0.0263,0.0022,0.0022,-0.0219,0.0068,-0.0205,-0.0205,0.0022,0.0022,-0.0219,0.0068,-0.0205,-0.0205,-0.0263,0.0265,0.0848,-0.0171,-0.0171,0.0265,0.0848,-0.0171,-0.0171,-0.0126,-0.0062,-0.0062,0.0378,0.0378,-0.0263
72244,0.0068,0.0068,0.0068,0.0068,-0.0231,0.0848,0.0068,0.0068,0.0068,-0.0263,-0.0263,-0.0263,-0.0103,0.0022,-0.0263,-0.0263,-0.0263,-0.0263,-0.0263,-0.0103,0.0022,-0.0263,-0.0263,-0.0263,-0.0263,-0.0103,0.0022,-0.0263,-0.0263,-0.0263,-0.0103,0.0022,-0.0263,-0.0263,-0.0263,0.0542,-0.0103,-0.0103,-0.0103,0.0022,0.0022,0.0022,-0.0263,-0.0263,-0.0263
72318,-0.0263,-0.0062,-0.0171,-0.0205,-0.0263,-0.0062,-0.0171,-0.0062,-0.0263,-0.0062,-0.0171,-0.0205,-0.0263,-0.0062,-0.0171,-0.0062,-0.0263,0.0265,-0.0219,-0.0062,-0.0263,0.0265,-0.0263,-0.0062,0.0022,-0.0171,0.0265,-0.0263,0.0265,-0.0171,-0.0205,-0.0219,0.0022,-0.0219,-0.0205,-0.0062,-0.0171,-0.0062,-0.0263,0.0265,-0.0263,-0.0062,0.0265,-0.0171,-0.0062
72385,-0.0171,-0.0171,-0.0171,0.0265,0.0848,0.0542,-0.0171,0.0848,0.0542,-0.0263,-0.0263,-0.0062,0.0378,0.0137,-0.0263,0.0378,0.0137,-0.0263,-0.0062,0.0378,0.0137,-0.0263,0.0378,0.0137,-0.0062,0.0378,0.0137,-0.0263,0.0378,0.0137,-0.0126,-0.0226,-0.0062,-0.0126,-0.0226,-0.0231,0.0378,-0.0263,-0.0231,0.0137,-0.0231,-0.0263,0.0378,0.0137,-0.0231
72473,-0.0013,-0.0263,-0.0263,0.0022,0.0022,-0.0146,0.0315,0.0002,-0.0135,-0.0013,-0.0013,0.0646,0.0646,-0.0233,-0.0186,-0.0056,-0.0039,-0.0263,0.0022,0.0022,-0.0146,0.0315,0.0002,-0.0135,0.0022,0.0022,-0.0146,0.0315,0.0002,-0.0135,-0.0263,0.0375,0.1103,0.0363,0.0134,0.0375,0.1103,0.0363,0.0134,-0.0075,-0.0136,-0.0159,0.0078,0.0183,-0.0229
72513,-0.0103,-0.0263,-0.0263,0.0022,0.0022,-0.0219,0.0068,-0.0205,-0.0205,-0.0103,-0.0103,0.0542,0.0542,-0.0226,-0.0231,0.0137,0.0137,-0.0263,0.0022,0.0022,-0.0219,0.0068,-0.0205,-0.0205,0.0022,0.0022,-0.0219,0.0068,-0.0205,-0.0205,-0.0263,0.0265,0.0848,-0.0171,-0.0171,0.0265,0.0848,-0.0171,-0.0171,-0.0126,-0.0062,-0.0062,0.0378,0.0378,-0.0263
72682,-0.0103,-0.0263,-0.0263,0.0022,0.0022,-0.0219,0.0068,-0.0263,-0.0205,-0.0103,-0.0103,0.0542,0.0542,-0.0226,-0.0231,-0.0103,0.0137,-0.0263,0.0022,0.0022,-0.0219,0.0068,-0.0263,-0.0205,0.0022,0.0022,-0.0219,0.0068,-0.0263,-0.0205,-0.0263,0.0265,0.0848,0.0022,-0.0171,0.0265,0.0848,0.0022,-0.0171,-0.0126,-0.0219,-0.0062,0.0068,0.0378,-0.0205
72710,-0.0263,-0.0062,-0.0171,-0.0205,-0.0263,-0.0062,-0.0171,-0.0062,-0.0263,-0.0062,-0.0171,-0.0205,-0.0263,-0.0062,-0.0171,-0.0062,-0.0263,0.0265,-0.0219,-0.0062,-0.0263,0.0265,-0.0263,-0.0062,0.0022,-0.0171,0.0265,-0.0263,0.0265,-0.0171,-0.0205,-0.0219,0.0022,-0.0219,-0.0205,-0.0062,-0.0171,-0.0062,-0.0263,0.0265,-0.0263,-0.0062,0.0265,-0.0171,-0.0062
72730,0.0265,-0.0171,0.0022,0.0022,0.118,0.0265,0.0022,0.0848,0.118,-0.0062,-0.0219,-0.0219,0.0026,-0.0263,-0.0219,-0.0126,0.0026,-0.0205,-0.0205,0.0656,-0.0062,-0.0205,0.0378,0.0656,-0.0263,0.0284,-0.0219,-0.0263,0.0068,0.0284,0.0284,-0.0219,-0.0263,0.0068,0.0284,0.0026,0.0284,-0.0234,-0.0263,-0.0219,-0.0126,0.0026,0.0068,0.0284,-0.0234
72824,0.0068,0.0378,0.0378,0.0378,-0.0231,0.0848,0.0068,0.0378,0.0068,-0.0205,-0.0205,-0.0205,-0.0103,0.0022,-0.0263,-0.0205,-0.0263,-0.0263,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0542,-0.0103,0.0137,-0.0103,0.0022,-0.0171,0.0022,-0.0205,-0.0263,-0.0205
72838,0.0265,-0.0171,0.0265,0.0022,0.1539,0.0848,0.0022,0.0848,0.2343,-0.0062,-0.0263,-0.0219,0.0226,-0.0126,-0.0219,-0.0126,0.0752,-0.0062,-0.0205,0.0968,0.0378,-0.0205,0.0378,0.1692,-0.0219,0.0226,-0.0126,-0.0219,-0.0126,0.0752,0.0541,0.0068,-0.0263,0.0068,0.117,-0.015,0.0541,-0.015,-0.0159,0.0068,-0.0263,0.0164,0.0068,0.117,0.0164
72975,-0.0103,-0.0226,0.0542,-0.0226,0.0137,-0.0263,0.0137,-0.0226,0.0542,-0.0219,0.0022,-0.0219,-0.0205,-0.0103,-0.0205,-0.0219,0.0022,0.0265,-0.0263,-0.0062,-0.0226,-0.0062,-0.0263,0.0265,0.0265,-0.0171,0.0542,-0.0171,0.0265,-0.0263,-0.0062,-0.0226,-0.0062,-0.0263,0.0265,0.0137,-0.0263,-0.0062,-0.0171,0.0137,-0.0226,0.0542,-0.0062,-0.0171,0.0265
72995,0.0068,-0.0103,0.0068,-0.0205,-0.0263,-0.0219,0.0068,-0.0219,-0.0205,-0.0231,-0.0263,0.0378,0.0068,-0.0126,-0.0263,-0.0126,0.0378,-0.0231,0.0137,-0.0103,-0.0226,-0.0231,-0.0226,0.0137,0.0378,0.0068,-0.0126,-0.0263,-0.0126,0.0378,-0.0205,-0.0062,0.0378,-0.0062,-0.0263,-0.0219,0.0068,-0.0219,-0.0205,-0.0126,-0.0263,-0.0062,-0.0126,0.0378,-0.0062
73033,-0.0103,-0.0226,0.0542,-0.0226,0.0137,-0.0263,0.0137,-0.0226,0.0542,-0.0219,0.0022,-0.0219,-0.0205,-0.0103,-0.0205,-0.0219,0.0022,0.0265,-0.0263,-0.0062,-0.0226,-0.0062,-0.0263,0.0265,0.0265,-0.0171,0.0542,-0.0171,0.0265,-0.0263,-0.0062,-0.0226,-0.0062,-0.0263,0.0265,0.0137,-0.0263,-0.0062,-0.0171,0.0137,-0.0226,0.0542,-0.0062,-0.0171,0.0265
73074,0.0068,0.0202,0.0378,0.0378,-0.0231,0.0848,0.0068,0.0378,0.0068,-0.0214,-0.0205,-0.0205,-0.0103,0.0022,-0.0263,-0.0205,-0.0263,-0.0206,-0.0206,0.001,-0.0054,-0.0214,-0.0206,-0.0214,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0542,-0.0103,0.0137,-0.0103,0.0022,-0.0171,0.0022,-0.0205,-0.0263,-0.0205
73133,-0.0226,-0.0263,-0.0226,-0.0226,0.0542,-0.0263,0.0188,-0.0231,0.0137,-0.0226,-0.0263,-0.0263,0.0265,-0.0226,0.0468,-0.0126,-0.0062,-0.0226,-0.0226,0.0542,-0.0263,0.0188,-0.0231,0.0137,-0.0263,0.0265,-0.0226,0.0468,-0.0126,-0.0062,0.0265,-0.0226,0.0468,-0.0126,-0.0062,0.0542,0.1926,0.0848,-0.0171,0.0188,-0.0231,0.0137,-0.0017,0.1313,0.0378
73180,0.0022,-0.0171,0.0022,0.0022,0.118,0.0265,-0.0171,0.0542,0.0848,-0.0205,-0.0263,-0.0263,0.0284,-0.0219,-0.0205,-0.0103,0.0068,-0.0205,-0.0205,0.0656,-0.0062,-0.0263,0.0137,0.0378,-0.0263,0.0284,-0.0219,-0.0205,-0.0103,0.0068,0.0284,-0.0219,-0.0205,-0.0103,0.0068,0.0026,0.0656,-0.0141,-0.0234,-0.0062,-0.0226,-0.0126,0.0137,0.0378,-0.0231
73306,0.0265,-0.0171,0.0265,0.0022,0.1539,0.0848,0.0022,0.0848,0.2343,-0.0062,-0.0263,-0.0219,0.0226,-0.0126,-0.0219,-0.0126,0.0752,-0.0062,-0.0205,0.0968,0.0378,-0.0205,0.0378,0.1692,-0.0219,0.0226,-0.0126,-0.0219,-0.0126,0.0752,0.0541,0.0068,-0.0263,0.0068,0.117,-0.015,0.0541,-0.015,-0.0159,0.0068,-0.0263,0.0164,0.0068,0.117,0.0164
73320,-0.0171,-0.0062,nan,-0.0205,-0.0171,-0.0062,-0.0171,-0.0062,-0.0171,0.0265,nan,0.0022,-0.0263,0.0265,-0.0263,0.0265,-0.0263,nan,-0.0219,0.0265,-0.0263,0.0265,-0.0263,0.0265,nan,nan,nan,nan,nan,nan,0.0022,-0.0219,0.0022,-0.0219,0.0022,0.0265,-0.0263,0.0265,-0.0263,0.0265,-0.0263,0.0265,0.0265,-0.0263,0.0265
73418,0.0265,0.0022,0.0542,0.0265,0.1539,0.0848,0.0022,0.118,0.2343,-0.0219,-0.0226,-0.0263,0.0226,-0.0126,-0.0219,0.0026,0.0752,-0.0103,-0.0219,0.0541,0.0068,-0.0263,0.0284,0.117,-0.0226,0,-0.0231,-0.0103,-0.0141,0.0421,0.0226,-0.0126,-0.0219,0.0026,0.0752,-0.015,0.0541,-0.0236,-0.0159,0.0068,-0.0234,0.0164,0.0284,0.117,-0.0027
73449,0.0068,0.0378,0.0378,0.0378,-0.0231,0.0848,0.0068,0.0378,0.0068,-0.0205,-0.0205,-0.0205,-0.0103,0.0022,-0.0263,-0.0205,-0.0263,-0.0263,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0542,-0.0103,0.0137,-0.0103,0.0022,-0.0171,0.0022,-0.0205,-0.0263,-0.0205
73482,-0.0205,-0.0205,-0.0263,-0.0219,0.0022,-0.0219,-0.0103,-0.0263,-0.0205,-0.0263,-0.0205,-0.0062,-0.0171,-0.0062,0.0137,-0.0205,-0.0263,-0.0205,-0.0062,-0.0171,-0.0062,0.0137,-0.0205,-0.0263,-0.0219,0.0022,-0.0219,-0.0103,-0.0263,-0.0205,0.0265,-0.0263,-0.0226,-0.0219,-0.0062,0.0265,0.0542,0.0022,-0.0171,-0.0226,-0.0219,-0.0062,-0.0103,0.0137,-0.0205
73519,0.0068,0.0378,0.0378,0.0378,-0.0231,0.0848,0.0068,0.0378,0.0068,-0.0205,-0.0205,-0.0205,-0.0103,0.0022,-0.0263,-0.0205,-0.0263,-0.0263,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0542,-0.0103,0.0137,-0.0103,0.0022,-0.0171,0.0022,-0.0205,-0.0263,-0.0205
73598,0.0265,-0.0171,0.0022,0.0022,0.118,0.0265,0.0022,0.0848,0.118,-0.0062,-0.0219,-0.0219,0.0026,-0.0263,-0.0219,-0.0126,0.0026,-0.0205,-0.0205,0.0656,-0.0062,-0.0205,0.0378,0.0656,-0.0263,0.0284,-0.0219,-0.0263,0.0068,0.0284,0.0284,-0.0219,-0.0263,0.0068,0.0284,0.0026,0.0284,-0.0234,-0.0263,-0.0219,-0.0126,0.0026,0.0068,0.0284,-0.0234
73668,0.0068,0.0378,0.0378,0.0378,-0.0231,0.0848,0.0068,0.0378,0.0068,-0.0205,-0.0205,-0.0205,-0.0103,0.0022,-0.0263,-0.0205,-0.0263,-0.0263,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0542,-0.0103,0.0137,-0.0103,0.0022,-0.0171,0.0022,-0.0205,-0.0263,-0.0205
73670,0.0068,0.0378,0.0378,0.0378,-0.0231,0.0848,0.0068,0.0378,0.0068,-0.0205,-0.0205,-0.0205,-0.0103,0.0022,-0.0263,-0.0205,-0.0263,-0.0263,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0542,-0.0103,0.0137,-0.0103,0.0022,-0.0171,0.0022,-0.0205,-0.0263,-0.0205
73797,0.0068,-0.0103,0.0068,-0.0205,-0.0263,-0.0219,0.0068,-0.0219,-0.0205,-0.0231,-0.0263,0.0378,0.0068,-0.0126,-0.0263,-0.0126,0.0378,-0.0231,0.0137,-0.0103,-0.0226,-0.0231,-0.0226,0.0137,0.0378,0.0068,-0.0126,-0.0263,-0.0126,0.0378,-0.0205,-0.0062,0.0378,-0.0062,-0.0263,-0.0219,0.0068,-0.0219,-0.0205,-0.0126,-0.0263,-0.0062,-0.0126,0.0378,-0.0062
73805,0.0265,0.0265,0.0542,0.0265,0.1539,0.0848,0.0022,0.118,0.2343,-0.0263,-0.0226,-0.0263,0.0226,-0.0126,-0.0219,0.0026,0.0752,-0.0226,-0.0263,0.0226,-0.0126,-0.0219,0.0026,0.0752,-0.0226,0,-0.0231,-0.0103,-0.0141,0.0421,0.0226,-0.0126,-0.0219,0.0026,0.0752,-0.015,0.0541,-0.0236,-0.0159,0.0068,-0.0234,0.0164,0.0284,0.117,-0.0027
73806,0.0265,0.0265,0.0542,0.0265,0.1539,0.0848,0.0022,0.118,0.2343,-0.0263,-0.0226,-0.0263,0.0226,-0.0126,-0.0219,0.0026,0.0752,-0.0226,-0.0263,0.0226,-0.0126,-0.0219,0.0026,0.0752,-0.0226,0,-0.0231,-0.0103,-0.0141,0.0421,0.0226,-0.0126,-0.0219,0.0026,0.0752,-0.015,0.0541,-0.0236,-0.0159,0.0068,-0.0234,0.0164,0.0284,0.117,-0.0027
74082,-0.0226,-0.0231,-0.0263,-0.0141,-0.0103,-0.0141,-0.0231,-0.0231,-0.0103,-0.0126,-0.0226,0.0026,-0.0219,0.0026,-0.0126,-0.0126,-0.0219,-0.0231,-0.0234,0.0068,-0.0234,-0.0263,-0.0263,0.0068,-0.0141,-0.0103,-0.0141,-0.0231,-0.0231,-0.0103,0.0284,-0.0263,-0.0234,-0.0234,0.0284,0.0284,0.0068,0.0068,-0.0263,-0.0234,-0.0234,0.0284,-0.0263,0.0068,0.0068
74139,0.0265,-0.0171,0.0022,-0.0171,0.118,0.0265,0.0022,0.0848,0.0848,-0.0062,-0.0219,-0.0062,0.0026,-0.0263,-0.0219,-0.0126,-0.0126,-0.0205,-0.0263,0.0656,-0.0062,-0.0205,0.0378,0.0378,-0.0205,0.0284,-0.0219,-0.0263,0.0068,0.0068,0.0656,-0.0062,-0.0205,0.0378,0.0378,0.0026,0.0284,-0.0234,-0.0234,-0.0219,-0.0126,-0.0126,0.0068,0.0068,-0.0263
74160,0.0378,0.0378,0.0848,0.0378,-0.0231,0.0848,0.0068,0.0378,0.0068,-0.0263,-0.0171,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,-0.0171,-0.0263,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,-0.0171,0.0542,-0.0263,0.0022,-0.0171,0.0022,0.0137,-0.0171,-0.0205,-0.0263,-0.0205,0.0542,-0.0103,0.0137,-0.0103,0.0022,-0.0171,0.0022,-0.0205,-0.0263,-0.0205
74253,-0.0263,-0.0263,-0.0103,-0.0103,-0.0205,-0.0219,-0.0103,-0.0263,-0.0263,-0.0263,-0.0103,-0.0103,-0.0205,-0.0219,-0.0103,-0.0263,-0.0263,-0.0103,-0.0103,-0.0205,-0.0219,-0.0103,-0.0263,-0.0263,-0.0263,0.0137,-0.0226,-0.0263,-0.0103,-0.0103,0.0137,-0.0226,-0.0263,-0.0103,-0.0103,-0.0062,0.0137,-0.0205,-0.0205,-0.0226,-0.0219,-0.0219,-0.0103,-0.0103,-0.0263
74312,0.0068,-0.0103,-0.0103,0.0022,-0.0205,-0.0219,0.0068,-0.0263,-0.0205,-0.0231,-0.0231,0.0848,0.0378,-0.0126,-0.0263,0.0068,0.0378,-0.0263,0.0542,0.0137,-0.0226,-0.0231,-0.0103,0.0137,0.0542,0.0137,-0.0226,-0.0231,-0.0103,0.0137,-0.0171,0.0265,0.0848,0.0022,-0.0171,-0.0062,0.0378,-0.0205,-0.0263,-0.0126,-0.0219,-0.0062,0.0068,0.0378,-0.0205
74335,0.0068,-0.0103,-0.0103,0.0022,-0.0205,-0.0219,0.0068,-0.0263,-0.0205,-0.0231,-0.0231,0.0848,0.0378,-0.0126,-0.0263,0.0068,0.0378,-0.0263,0.0542,0.0137,-0.0226,-0.0231,-0.0103,0.0137,0.0542,0.0137,-0.0226,-0.0231,-0.0103,0.0137,-0.0171,0.0265,0.0848,0.0022,-0.0171,-0.0062,0.0378,-0.0205,-0.0263,-0.0126,-0.0219,-0.0062,0.0068,0.0378,-0.0205
74388,-0.0263,-0.0205,-0.0219,-0.0103,0.0022,-0.0219,-0.0103,-0.0263,-0.0263,-0.0205,-0.0219,-0.0103,0.0022,-0.0219,-0.0103,-0.0263,-0.0263,-0.0062,0.0137,-0.0171,-0.0062,0.0137,-0.0205,-0.0205,-0.0226,0.0265,-0.0263,-0.0226,-0.0219,-0.0219,0.0542,-0.0226,-0.0263,-0.0103,-0.0103,0.0265,0.0542,0.0022,0.0022,-0.0226,-0.0219,-0.0219,-0.0103,-0.0103,-0.0263
74534,-0.0159,-0.0237,-0.0159,-0.0027,0.0752,-0.0237,-0.0159,-0.0027,-0.0027,-0.0237,-0.0263,0.038,0.0226,-0.0237,-0.0263,-0.0236,-0.0236,-0.0237,0.0152,0.0468,-0.0263,-0.0237,-0.0156,-0.0156,0.038,0.0226,-0.0237,-0.0263,-0.0236,-0.0236,0.1863,0.0152,0.038,0.0661,0.0661,0.0468,0.0226,0.0026,0.0026,-0.0237,-0.0156,-0.0156,-0.0236,-0.0236,-0.0263
74538,0.0068,-0.0103,-0.0103,0.0022,-0.0205,-0.0219,0.0068,-0.0263,-0.0205,-0.0231,-0.0231,0.0848,0.0378,-0.0126,-0.0263,0.0068,0.0378,-0.0263,0.0542,0.0137,-0.0226,-0.0231,-0.0103,0.0137,0.0542,0.0137,-0.0226,-0.0231,-0.0103,0.0137,-0.0171,0.0265,0.0848,0.0022,-0.0171,-0.0062,0.0378,-0.0205,-0.0263,-0.0126,-0.0219,-0.0062,0.0068,0.0378,-0.0205
74558,-0.0103,-0.0103,0.0542,-0.0231,-0.0226,-0.0263,0.0137,-0.0226,0.0137,-0.0263,0.0022,0.0068,-0.0219,-0.0103,-0.0205,-0.0219,-0.0205,0.0022,0.0068,-0.0219,-0.0103,-0.0205,-0.0219,-0.0205,0.0848,0.0265,0.0542,-0.0171,0.0265,-0.0171,-0.0126,-0.0231,0.0378,-0.0126,0.0378,-0.0226,-0.0062,-0.0263,-0.0062,0.0137,-0.0226,0.0137,-0.0062,-0.0263,-0.0062
74649,0.0068,-0.0103,0.0068,-0.0205,-0.0263,-0.0219,0.0068,-0.0219,-0.0205,-0.0231,-0.0263,0.0378,0.0068,-0.0126,-0.0263,-0.0126,0.0378,-0.0231,0.0137,-0.0103,-0.0226,-0.0231,-0.0226,0.0137,0.0378,0.0068,-0.0126,-0.0263,-0.0126,0.0378,-0.0205,-0.0062,0.0378,-0.0062,-0.0263,-0.0219,0.0068,-0.0219,-0.0205,-0.0126,-0.0263,-0.0062,-0.0126,0.0378,-0.0062
74758,-0.0103,-0.0263,-0.0263,0.0022,0.0022,-0.0219,0.0068,-0.0263,-0.0205,-0.0103,-0.0103,0.0542,0.0542,-0.0226,-0.0231,-0.0103,0.0137,-0.0263,0.0022,0.0022,-0.0219,0.0068,-0.0263,-0.0205,0.0022,0.0022,-0.0219,0.0068,-0.0263,-0.0205,-0.0263,0.0265,0.0848,0.0022,-0.0171,0.0265,0.0848,0.0022,-0.0171,-0.0126,-0.0219,-0.0062,0.0068,0.0378,-0.0205
74791,-0.0103,-0.0103,-0.0103,-0.0205,-0.0205,0.0068,0.0068,-0.0219,-0.0263,-0.0263,-0.0263,0.0137,0.0137,-0.0231,-0.0231,-0.0226,-0.0103,-0.0263,0.0137,0.0137,-0.0231,-0.0231,-0.0226,-0.0103,0.0137,0.0137,-0.0231,-0.0231,-0.0226,-0.0103,-0.0263,0.0378,0.0378,-0.0062,-0.0205,0.0378,0.0378,-0.0062,-0.0205,-0.0263,-0.0126,0.0068,-0.0126,0.0068,-0.0219
74816,0.0378,0.0378,0.0848,0.0378,-0.0231,0.0848,0.0068,0.0848,0.0068,-0.0263,-0.0171,-0.0263,0.0137,-0.0171,-0.0205,-0.0171,-0.0205,-0.0171,-0.0263,0.0137,-0.0171,-0.0205,-0.0171,-0.0205,-0.0171,0.0542,-0.0263,0.0022,-0.0263,0.0022,0.0137,-0.0171,-0.0205,-0.0171,-0.0205,0.0542,-0.0103,0.0542,-0.0103,0.0022,-0.0263,0.0022,0.0022,-0.0263,0.0022
74853,-0.0234,-0.0234,-0.0234,-0.0141,0.0661,-0.0263,-0.0234,-0.0156,0.0152,-0.0263,-0.0263,-0.0231,0.0997,-0.0234,-0.0263,-0.0017,0.0393,-0.0263,-0.0231,0.0997,-0.0234,-0.0263,-0.0017,0.0393,-0.0231,0.0997,-0.0234,-0.0263,-0.0017,0.0393,0.1396,-0.0141,-0.0231,0.0188,0.0699,0.0661,0.0997,0.0152,-0.0156,-0.0234,-0.0156,0.0152,-0.0017,0.0393,-0.0161
74862,-0.0226,-0.0231,-0.0226,-0.0141,-0.0103,-0.0226,0.0137,-0.0103,0.0542,-0.0126,-0.0263,0.0026,-0.0219,-0.0263,-0.0062,-0.0219,0.0265,-0.0126,-0.0234,0.0068,-0.0126,0.0378,0.0068,0.0848,0.0026,-0.0219,-0.0263,-0.0062,-0.0219,0.0265,0.0284,0.0026,0.0656,0.0284,0.118,-0.0219,-0.0205,-0.0263,0.0022,-0.0062,-0.0219,0.0265,-0.0205,-0.0171,0.0022
74976,-0.0236,-0.0236,-0.015,0,0.038,-0.0236,-0.015,-0.0237,-0.0032,-0.0263,-0.0234,-0.0141,0.0661,-0.0263,-0.0234,-0.0156,0.0152,-0.0234,-0.0141,0.0661,-0.0263,-0.0234,-0.0156,0.0152,-0.0231,0.0997,-0.0234,-0.0263,-0.0017,0.0393,0.1396,-0.0141,-0.0231,0.0188,0.0699,0.0661,0.0997,0.0152,-0.0156,-0.0234,-0.0156,0.0152,-0.0017,0.0393,-0.0161
75112,-0.0027,-0.0237,-0.0027,-0.0237,0.0752,-0.0159,0.0421,0.0752,0.0752,0.0152,-0.0263,0.0152,0.0026,-0.0236,-0.0141,0.0026,0.0026,0.0152,-0.0263,0.1078,-0.0032,0.0699,0.1078,0.1078,0.0152,0.0026,-0.0236,-0.0141,0.0026,0.0026,0.1078,-0.0032,0.0699,0.1078,0.1078,0.0226,-0.0226,-0.0263,-0.0263,0,0.0226,0.0226,-0.0226,-0.0226,-0.0263
75117,0.0265,-0.0171,0.0022,-0.0171,0.118,0.0022,0.0022,0.118,0.0542,-0.0062,-0.0219,-0.0062,0.0026,-0.0219,-0.0219,0.0026,-0.0226,-0.0205,-0.0263,0.0656,-0.0205,-0.0205,0.0656,0.0137,-0.0205,0.0284,-0.0263,-0.0263,0.0284,-0.0103,0.0656,-0.0205,-0.0205,0.0656,0.0137,0.0284,0.0284,-0.0263,-0.0141,-0.0263,0.0284,-0.0103,0.0284,-0.0103,-0.0141
75127,-0.0226,-0.0231,-0.0226,-0.0141,-0.0103,-0.0263,0.0137,-0.0103,0.0542,-0.0126,-0.0263,0.0026,-0.0219,-0.0226,-0.0062,-0.0219,0.0265,-0.0126,-0.0234,0.0068,-0.0231,0.0378,0.0068,0.0848,0.0026,-0.0219,-0.0226,-0.0062,-0.0219,0.0265,0.0284,-0.0141,0.0656,0.0284,0.118,-0.0103,-0.0205,-0.0263,0.0022,0.0137,-0.0103,0.0542,-0.0205,-0.0171,0.0022
75165,-0.0234,0.0026,0.0026,0.0026,0.038,0.0026,-0.0234,-0.0236,-0.0027,-0.0126,-0.0126,-0.0126,0.067,-0.0126,-0.0263,-0.015,0.0164,-0.0263,-0.0263,0.1447,-0.0263,-0.0126,0.0226,0.0752,-0.0263,0.1447,-0.0263,-0.0126,0.0226,0.0752,0.1447,-0.0263,-0.0126,0.0226,0.0752,0.1447,0.067,0.0147,-0.0159,-0.0126,0.0226,0.0752,-0.015,0.0164,-0.0159
75227,0.0022,-0.0263,-0.0263,-0.0205,-0.0205,-0.0205,-0.0263,0.0022,0.0022,0.0022,0.0022,-0.0171,-0.0171,-0.0171,0.0022,-0.0263,-0.0263,-0.0263,-0.0205,-0.0205,-0.0205,-0.0263,0.0022,0.0022,-0.0205,-0.0205,-0.0205,-0.0263,0.0022,0.0022,-0.0263,-0.0263,-0.0205,-0.0171,-0.0171,-0.0263,-0.0205,-0.0171,-0.0171,-0.0205,-0.0171,-0.0171,0.0022,0.0022,-0.0263
75234,0.0378,0.0378,0.0848,0.0378,-0.0231,0.0848,0.0068,0.0848,0.0068,-0.0263,-0.0171,-0.0263,0.0137,-0.0171,-0.0205,-0.0171,-0.0205,-0.0171,-0.0263,0.0137,-0.0171,-0.0205,-0.0171,-0.0205,-0.0171,0.0542,-0.0263,0.0022,-0.0263,0.0022,0.0137,-0.0171,-0.0205,-0.0171,-0.0205,0.0542,-0.0103,0.0542,-0.0103,0.0022,-0.0263,0.0022,0.0022,-0.0263,0.0022
75295,-0.0062,-0.0263,-0.0062,-0.0263,-0.0263,-0.0062,0.0378,-0.0062,-0.0205,-0.0062,-0.0263,-0.0062,-0.0062,-0.0263,-0.0126,-0.0263,-0.0219,-0.0062,-0.0263,-0.0263,-0.0062,0.0378,-0.0062,-0.0205,-0.0062,-0.0062,-0.0263,-0.0126,-0.0263,-0.0219,-0.0263,-0.0062,0.0378,-0.0062,-0.0205,-0.0062,0.0378,-0.0062,-0.0205,-0.0126,-0.0263,-0.0219,-0.0126,0.0068,-0.0219
