geneID,Fst_p1_p2,Fst_p1_p3,Fst_p1_p4,Fst_p1_p5,Fst_p1_p6,Fst_p1_p7,Fst_p1_p8,Fst_p1_p9,Fst_p1_p10,Fst_p2_p3,Fst_p2_p4,Fst_p2_p5,Fst_p2_p6,Fst_p2_p7,Fst_p2_p8,Fst_p2_p9,Fst_p2_p10,Fst_p3_p4,Fst_p3_p5,Fst_p3_p6,Fst_p3_p7,Fst_p3_p8,Fst_p3_p9,Fst_p3_p10,Fst_p4_p5,Fst_p4_p6,Fst_p4_p7,Fst_p4_p8,Fst_p4_p9,Fst_p4_p10,Fst_p5_p6,Fst_p5_p7,Fst_p5_p8,Fst_p5_p9,Fst_p5_p10,Fst_p6_p7,Fst_p6_p8,Fst_p6_p9,Fst_p6_p10,Fst_p7_p8,Fst_p7_p9,Fst_p7_p10,Fst_p8_p9,Fst_p8_p10,Fst_p9_p10
110,-0.0263,0.0022,0.0022,0.0022,-0.0171,-0.0263,-0.0263,-0.0171,-0.0263,0.0022,0.0022,0.0022,-0.0171,-0.0263,-0.0263,-0.0171,-0.0263,-0.0263,-0.0263,-0.0205,0.0022,0.0022,-0.0205,0.0022,-0.0263,-0.0205,0.0022,0.0022,-0.0205,0.0022,-0.0205,0.0022,0.0022,-0.0205,0.0022,-0.0171,-0.0171,-0.0263,-0.0171,-0.0263,-0.0171,-0.0263,-0.0171,-0.0263,-0.0171
111,-0.0263,0.0022,0.0022,0.0022,-0.0171,-0.0263,-0.0263,-0.0171,-0.0263,0.0022,0.0022,0.0022,-0.0171,-0.0263,-0.0263,-0.0171,-0.0263,-0.0263,-0.0263,-0.0205,0.0022,0.0022,-0.0205,0.0022,-0.0263,-0.0205,0.0022,0.0022,-0.0205,0.0022,-0.0205,0.0022,0.0022,-0.0205,0.0022,-0.0171,-0.0171,-0.0263,-0.0171,-0.0263,-0.0171,-0.0263,-0.0171,-0.0263,-0.0171
198,-0.0234,-0.0231,-0.0263,-0.0017,-0.0231,-0.0231,-0.015,-0.0126,-0.0263,-0.0141,-0.0234,-0.0156,-0.0141,-0.0141,-0.0236,0.0026,-0.0234,-0.0231,0.0188,-0.0263,-0.0263,0,-0.0226,-0.0231,-0.0017,-0.0231,-0.0231,-0.015,-0.0126,-0.0263,0.0188,0.0188,-0.0237,0.0468,-0.0017,-0.0263,0,-0.0226,-0.0231,0,-0.0226,-0.0231,0.0226,-0.015,-0.0126
200,-0.0234,-0.0231,-0.0263,-0.0017,-0.0231,-0.0231,-0.015,-0.0126,-0.0263,-0.0141,-0.0234,-0.0156,-0.0141,-0.0141,-0.0236,0.0026,-0.0234,-0.0231,0.0188,-0.0263,-0.0263,0,-0.0226,-0.0231,-0.0017,-0.0231,-0.0231,-0.015,-0.0126,-0.0263,0.0188,0.0188,-0.0237,0.0468,-0.0017,-0.0263,0,-0.0226,-0.0231,0,-0.0226,-0.0231,0.0226,-0.015,-0.0126
218,0.0022,-0.0205,0.0022,nan,-0.0263,-0.0263,0.0022,-0.0205,-0.0263,-0.0171,-0.0263,nan,0.0022,0.0022,-0.0263,-0.0171,0.0022,-0.0171,nan,-0.0205,-0.0205,-0.0171,-0.0263,-0.0205,nan,0.0022,0.0022,-0.0263,-0.0171,0.0022,nan,nan,nan,nan,nan,-0.0263,0.0022,-0.0205,-0.0263,0.0022,-0.0205,-0.0263,-0.0171,0.0022,-0.0205
334,-0.0141,-0.0141,-0.0234,0.0284,-0.0263,-0.0141,0.0284,0.0656,-0.0141,-0.0263,-0.0231,-0.0103,-0.0141,-0.0263,-0.0103,0.0137,-0.0263,-0.0231,-0.0103,-0.0141,-0.0263,-0.0103,0.0137,-0.0263,0.0068,-0.0234,-0.0231,0.0068,0.0378,-0.0231,0.0284,-0.0103,-0.0263,-0.0205,-0.0103,-0.0141,0.0284,0.0656,-0.0141,-0.0103,0.0137,-0.0263,-0.0205,-0.0103,0.0137
476,-0.0263,0.0378,-0.0062,0.0656,-0.0062,0.0378,-0.0205,0.1313,-0.0062,0.0378,-0.0062,0.0656,-0.0062,0.0378,-0.0205,0.1313,-0.0062,-0.0126,-0.0234,-0.0126,-0.0263,0.0068,-0.0017,-0.0126,0.0026,-0.0263,-0.0126,-0.0219,0.0468,-0.0263,0.0026,-0.0234,0.0284,-0.0156,0.0026,-0.0126,-0.0219,0.0468,-0.0263,0.0068,-0.0017,-0.0126,0.0836,-0.0219,0.0468
586,-0.0263,0.0022,0.0022,0.0022,-0.0171,0.0265,-0.0263,-0.0171,-0.0263,0.0022,0.0022,0.0022,-0.0171,0.0265,-0.0263,-0.0171,-0.0263,-0.0263,-0.0263,-0.0205,-0.0219,0.0022,-0.0205,0.0022,-0.0263,-0.0205,-0.0219,0.0022,-0.0205,0.0022,-0.0205,-0.0219,0.0022,-0.0205,0.0022,-0.0062,-0.0171,-0.0263,-0.0171,0.0265,-0.0062,0.0265,-0.0171,-0.0263,-0.0171
611,-0.0234,-0.0231,-0.0263,-0.0017,-0.0231,-0.0231,-0.015,-0.0126,-0.0231,-0.0141,-0.0234,-0.0156,-0.0141,-0.0141,-0.0236,0.0026,-0.0141,-0.0231,0.0188,-0.0263,-0.0263,0,-0.0226,-0.0263,-0.0017,-0.0231,-0.0231,-0.015,-0.0126,-0.0231,0.0188,0.0188,-0.0237,0.0468,0.0188,-0.0263,0,-0.0226,-0.0263,0,-0.0226,-0.0263,0.0226,0,-0.0226
615,-0.0263,0.0022,0.0022,0.0022,-0.0171,0.0265,-0.0263,-0.0171,-0.0263,0.0022,0.0022,0.0022,-0.0171,0.0265,-0.0263,-0.0171,-0.0263,-0.0263,-0.0263,-0.0205,-0.0219,0.0022,-0.0205,0.0022,-0.0263,-0.0205,-0.0219,0.0022,-0.0205,0.0022,-0.0205,-0.0219,0.0022,-0.0205,0.0022,-0.0062,-0.0171,-0.0263,-0.0171,0.0265,-0.0062,0.0265,-0.0171,-0.0263,-0.0171
699,-0.0219,-0.0062,0.0265,nan,-0.0219,-0.0263,-0.0062,-0.0062,-0.0226,-0.0205,0.0022,nan,-0.0263,-0.0219,-0.0205,-0.0205,-0.0103,-0.0171,nan,-0.0205,-0.0062,-0.0263,-0.0263,0.0137,nan,0.0022,0.0265,-0.0171,-0.0171,0.0542,nan,nan,nan,nan,nan,-0.0219,-0.0205,-0.0205,-0.0103,-0.0062,-0.0062,-0.0226,-0.0263,0.0137,0.0137
857,-0.0226,-0.0062,-0.0263,-0.0226,-0.0263,-0.0219,-0.0219,-0.0219,-0.0226,0.0137,-0.0226,-0.0263,-0.0226,-0.0103,-0.0103,-0.0103,-0.0263,-0.0062,0.0137,-0.0062,-0.0205,-0.0205,-0.0205,0.0137,-0.0226,-0.0263,-0.0219,-0.0219,-0.0219,-0.0226,-0.0226,-0.0103,-0.0103,-0.0103,-0.0263,-0.0219,-0.0219,-0.0219,-0.0226,-0.0263,-0.0263,-0.0103,-0.0263,-0.0103,-0.0103
890,nan,-0.0263,-0.0263,0.0265,-0.0171,-0.0263,-0.0263,0.0848,-0.0171,nan,nan,nan,nan,nan,nan,nan,nan,-0.0263,0.0265,-0.0171,-0.0263,-0.0263,0.0848,-0.0171,0.0265,-0.0171,-0.0263,-0.0263,0.0848,-0.0171,-0.0062,0.0265,0.0265,-0.0126,-0.0062,-0.0171,-0.0171,0.0378,-0.0263,-0.0263,0.0848,-0.0171,0.0848,-0.0171,0.0378
918,-0.0226,-0.0062,-0.0263,-0.0226,-0.0263,-0.0219,-0.0219,-0.0219,-0.0226,0.0137,-0.0226,-0.0263,-0.0226,-0.0103,-0.0103,-0.0103,-0.0263,-0.0062,0.0137,-0.0062,-0.0205,-0.0205,-0.0205,0.0137,-0.0226,-0.0263,-0.0219,-0.0219,-0.0219,-0.0226,-0.0226,-0.0103,-0.0103,-0.0103,-0.0263,-0.0219,-0.0219,-0.0219,-0.0226,-0.0263,-0.0263,-0.0103,-0.0263,-0.0103,-0.0103
1094,-0.0159,0.0164,-0.0027,0.117,-0.0237,0.0164,0.0421,0.0752,-0.0159,-0.015,-0.0236,0.0541,-0.0237,-0.015,0,0.0226,-0.0263,-0.0234,0.0068,-0.0017,-0.0263,-0.0231,-0.0126,-0.015,0.0284,-0.0156,-0.0234,-0.0141,0.0026,-0.0236,0.0836,0.0068,-0.0103,-0.0219,0.0541,-0.0017,0.0188,0.0468,-0.0237,-0.0231,-0.0126,-0.015,-0.0226,0,0.0226
1096,-0.0263,0.0265,0.0265,-0.0171,0.0265,0.0265,-0.0263,-0.0171,0.0022,0.0265,0.0265,-0.0171,0.0265,0.0265,-0.0263,-0.0171,0.0022,-0.0263,-0.0062,-0.0263,-0.0263,0.0265,-0.0062,-0.0219,-0.0062,-0.0263,-0.0263,0.0265,-0.0062,-0.0219,-0.0062,-0.0062,-0.0171,-0.0263,-0.0205,-0.0263,0.0265,-0.0062,-0.0219,0.0265,-0.0062,-0.0219,-0.0171,0.0022,-0.0205
1172,-0.0062,0.0265,0.0265,nan,-0.0062,-0.0219,-0.0062,-0.0062,-0.0062,-0.0171,-0.0171,nan,-0.0263,-0.0205,-0.0263,-0.0263,-0.0263,-0.0263,nan,-0.0171,0.0022,-0.0171,-0.0171,-0.0171,nan,-0.0171,0.0022,-0.0171,-0.0171,-0.0171,nan,nan,nan,nan,nan,-0.0205,-0.0263,-0.0263,-0.0263,-0.0205,-0.0205,-0.0205,-0.0263,-0.0263,-0.0263
1186,-0.0219,0.0265,0.0265,nan,-0.0062,-0.0219,-0.0062,-0.0062,-0.0219,0.0022,0.0022,nan,-0.0205,-0.0263,-0.0205,-0.0205,-0.0263,-0.0263,nan,-0.0171,0.0022,-0.0171,-0.0171,0.0022,nan,-0.0171,0.0022,-0.0171,-0.0171,0.0022,nan,nan,nan,nan,nan,-0.0205,-0.0263,-0.0263,-0.0205,-0.0205,-0.0205,-0.0263,-0.0263,-0.0205,-0.0205
1352,-0.0263,-0.0263,-0.0171,-0.0171,-0.0062,-0.0263,-0.0263,-0.0171,-0.0171,-0.0263,-0.0171,-0.0171,-0.0062,-0.0263,-0.0263,-0.0171,-0.0171,-0.0171,-0.0171,-0.0062,-0.0263,-0.0263,-0.0171,-0.0171,-0.0263,0.0265,-0.0171,-0.0171,-0.0263,-0.0263,0.0265,-0.0171,-0.0171,-0.0263,-0.0263,-0.0062,-0.0062,0.0265,0.0265,-0.0263,-0.0171,-0.0171,-0.0171,-0.0171,-0.0263
1371,nan,-0.0263,-0.0263,0.0265,-0.0263,-0.0263,-0.0263,0.0848,-0.0171,nan,nan,nan,nan,nan,nan,nan,nan,-0.0263,0.0265,-0.0263,-0.0263,-0.0263,0.0848,-0.0171,0.0265,-0.0263,-0.0263,-0.0263,0.0848,-0.0171,0.0265,0.0265,0.0265,-0.0126,-0.0062,-0.0263,-0.0263,0.0848,-0.0171,-0.0263,0.0848,-0.0171,0.0848,-0.0171,0.0378
1601,-0.0159,0.0164,-0.0027,0.1692,-0.0237,0.0164,0.0421,0.0752,-0.0159,-0.015,-0.0236,0.0968,-0.0237,-0.015,0,0.0226,-0.0263,-0.0234,0.0378,-0.0017,-0.0263,-0.0231,-0.0126,-0.015,0.0656,-0.0156,-0.0234,-0.0141,0.0026,-0.0236,0.1313,0.0378,0.0137,-0.0062,0.0968,-0.0017,0.0188,0.0468,-0.0237,-0.0231,-0.0126,-0.015,-0.0226,0,0.0226
1711,nan,-0.0263,-0.0263,0.0265,-0.0263,-0.0263,-0.0263,0.0848,-0.0171,nan,nan,nan,nan,nan,nan,nan,nan,-0.0263,0.0265,-0.0263,-0.0263,-0.0263,0.0848,-0.0171,0.0265,-0.0263,-0.0263,-0.0263,0.0848,-0.0171,0.0265,0.0265,0.0265,-0.0126,-0.0062,-0.0263,-0.0263,0.0848,-0.0171,-0.0263,0.0848,-0.0171,0.0848,-0.0171,0.0378
1827,-0.0226,-0.0062,0.0265,0.0265,-0.0062,-0.0219,-0.0219,-0.0062,-0.0062,0.0137,0.0542,0.0542,0.0137,-0.0103,-0.0103,0.0137,0.0137,-0.0171,-0.0171,-0.0263,-0.0205,-0.0205,-0.0263,-0.0263,-0.0263,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0205,-0.0205,-0.0263,-0.0263,-0.0263,-0.0205,-0.0205,-0.0205,-0.0205,-0.0263
2002,-0.0205,-0.0219,-0.0219,0.0022,-0.0103,-0.0263,-0.0205,-0.0205,-0.0205,-0.0062,-0.0062,-0.0171,0.0137,-0.0205,-0.0263,-0.0263,-0.0263,-0.0263,0.0265,-0.0226,-0.0219,-0.0062,-0.0062,-0.0062,0.0265,-0.0226,-0.0219,-0.0062,-0.0062,-0.0062,0.0542,0.0022,-0.0171,-0.0171,-0.0171,-0.0103,0.0137,0.0137,0.0137,-0.0205,-0.0205,-0.0205,-0.0263,-0.0263,-0.0263
2100,0.0022,-0.0219,-0.0103,0.0068,-0.0103,-0.0205,-0.0205,0.0541,-0.0219,0.0265,0.0542,0.0848,0.0542,-0.0171,-0.0171,0.1539,0.0265,-0.0226,-0.0126,-0.0226,-0.0062,-0.0062,0.0226,-0.0263,-0.0231,-0.0263,0.0137,0.0137,0,-0.0226,-0.0231,0.0378,0.0378,-0.015,-0.0126,0.0137,0.0137,0,-0.0226,-0.0263,0.0968,-0.0062,0.0968,-0.0062,0.0226
2313,0.0068,-0.0126,-0.0231,-0.0017,-0.0126,0.0068,-0.0231,-0.0126,-0.0126,-0.0219,-0.0103,0.0836,-0.0219,-0.0263,-0.0103,-0.0219,-0.0219,-0.0226,0.0468,-0.0263,-0.0219,-0.0226,-0.0263,-0.0263,0.0188,-0.0226,-0.0103,-0.0263,-0.0226,-0.0226,0.0468,0.0836,0.0188,0.0468,0.0468,-0.0219,-0.0226,-0.0263,-0.0263,-0.0103,-0.0219,-0.0219,-0.0226,-0.0226,-0.0263
2378,-0.0126,-0.0062,0.0265,0.0265,-0.0062,-0.0219,-0.0219,-0.0062,-0.0219,0.0378,0.0848,0.0848,0.0378,0.0068,0.0068,0.0378,0.0068,-0.0171,-0.0171,-0.0263,-0.0205,-0.0205,-0.0263,-0.0205,-0.0263,-0.0171,0.0022,0.0022,-0.0171,0.0022,-0.0171,0.0022,0.0022,-0.0171,0.0022,-0.0205,-0.0205,-0.0263,-0.0205,-0.0263,-0.0205,-0.0263,-0.0205,-0.0263,-0.0205
2403,-0.0205,-0.0205,-0.0062,-0.0263,-0.0171,-0.0205,0.0137,0.0968,-0.0205,-0.0263,-0.0219,-0.0205,0.0022,-0.0263,-0.0103,0.0541,-0.0263,-0.0219,-0.0205,0.0022,-0.0263,-0.0103,0.0541,-0.0263,-0.0062,0.0265,-0.0219,-0.0226,0.0226,-0.0219,-0.0171,-0.0205,0.0137,0.0968,-0.0205,0.0022,0.0542,0.1539,0.0022,-0.0103,0.0541,-0.0263,0,-0.0103,0.0541
2412,-0.0263,-0.0263,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0137,-0.0226,-0.0263,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0137,-0.0226,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0137,-0.0226,0.0378,-0.0263,0.0068,0.0068,0.0378,-0.0126,0.0378,-0.0205,-0.0205,-0.0263,-0.0062,0.0068,0.0068,0.0378,-0.0126,-0.0263,-0.0205,-0.0219,-0.0205,-0.0219,-0.0062
2445,-0.0226,-0.0062,0.0265,0.0265,-0.0062,-0.0219,-0.0219,-0.0062,-0.0133,0.0137,0.0542,0.0542,0.0137,-0.0103,-0.0103,0.0137,0.001,-0.0171,-0.0171,-0.0263,-0.0205,-0.0205,-0.0263,-0.0206,-0.0263,-0.0171,0.0022,0.0022,-0.0171,-0.0054,-0.0171,0.0022,0.0022,-0.0171,-0.0054,-0.0205,-0.0205,-0.0263,-0.0206,-0.0263,-0.0205,-0.0214,-0.0205,-0.0214,-0.0206
2663,-0.0126,-0.0126,-0.0231,0.0164,-0.0231,-0.0263,-0.0263,-0.0126,-0.0231,-0.0263,-0.0226,0.0752,-0.0226,-0.0126,-0.0126,-0.0263,-0.0226,-0.0226,0.0752,-0.0226,-0.0126,-0.0126,-0.0263,-0.0226,0.0421,-0.0263,-0.0231,-0.0231,-0.0226,-0.0263,0.0421,0.0164,0.0164,0.0752,0.0421,-0.0231,-0.0231,-0.0226,-0.0263,-0.0263,-0.0126,-0.0231,-0.0126,-0.0231,-0.0226
2731,-0.0161,-0.0156,-0.0156,0.0836,-0.0237,-0.0017,-0.0017,0.0468,-0.0156,0.0152,0.0152,0.1541,-0.0032,0.0393,0.0393,0.1078,0.0152,-0.0263,0.0284,-0.0236,-0.0234,-0.0234,0.0026,-0.0263,0.0284,-0.0236,-0.0234,-0.0234,0.0026,-0.0263,0.0541,0.0068,0.0068,-0.0219,0.0284,-0.015,-0.015,0.0226,-0.0236,-0.0263,-0.0126,-0.0234,-0.0126,-0.0234,0.0026
2927,-0.0237,-0.0156,-0.0156,0.0836,-0.0263,-0.0237,-0.0156,0.0836,-0.0237,-0.0027,-0.0027,0.117,-0.0237,-0.0159,-0.0027,0.117,-0.0159,-0.0263,0.0284,-0.0156,-0.0236,-0.0263,0.0284,-0.0236,0.0284,-0.0156,-0.0236,-0.0263,0.0284,-0.0236,0.0836,0.0541,0.0284,-0.0263,0.0541,-0.0237,-0.0156,0.0836,-0.0237,-0.0236,0.0541,-0.0263,0.0284,-0.0236,0.0541
2958,-0.0237,-0.0156,-0.0156,0.0836,-0.0263,-0.0237,-0.0156,0.0836,-0.0237,-0.0027,-0.0027,0.117,-0.0237,-0.0159,-0.0027,0.117,-0.0159,-0.0263,0.0284,-0.0156,-0.0236,-0.0263,0.0284,-0.0236,0.0284,-0.0156,-0.0236,-0.0263,0.0284,-0.0236,0.0836,0.0541,0.0284,-0.0263,0.0541,-0.0237,-0.0156,0.0836,-0.0237,-0.0236,0.0541,-0.0263,0.0284,-0.0236,0.0541
3159,0.0022,-0.0219,-0.0103,-0.0219,-0.0219,0.0022,-0.0263,-0.0219,-0.0205,0.0265,0.0542,0.0265,0.0265,-0.0263,0.0022,0.0265,-0.0171,-0.0226,-0.0263,-0.0263,0.0265,-0.0219,-0.0263,-0.0062,-0.0226,-0.0226,0.0542,-0.0103,-0.0226,0.0137,-0.0263,0.0265,-0.0219,-0.0263,-0.0062,0.0265,-0.0219,-0.0263,-0.0062,0.0022,0.0265,-0.0171,-0.0219,-0.0205,-0.0062
3189,-0.0205,-0.0062,-0.0205,-0.0263,-0.0263,0.0137,0.0137,0.0968,0.0137,-0.0219,-0.0263,-0.0205,-0.0205,-0.0103,-0.0103,0.0541,-0.0103,-0.0219,-0.0062,-0.0062,-0.0226,-0.0226,0.0226,-0.0226,-0.0205,-0.0205,-0.0103,-0.0103,0.0541,-0.0103,-0.0263,0.0137,0.0137,0.0968,0.0137,0.0137,0.0137,0.0968,0.0137,-0.0263,0,-0.0263,0,-0.0263,0
3289,-0.0171,-0.0062,0.0137,-0.0263,-0.0062,-0.0171,-0.0205,-0.0205,-0.0263,0.0265,0.0542,-0.0171,0.0265,-0.0263,0.0022,0.0022,-0.0171,-0.0226,-0.0062,-0.0263,0.0265,-0.0219,-0.0219,-0.0062,0.0137,-0.0226,0.0542,-0.0103,-0.0103,0.0137,-0.0062,-0.0171,-0.0205,-0.0205,-0.0263,0.0265,-0.0219,-0.0219,-0.0062,0.0022,0.0022,-0.0171,-0.0263,-0.0205,-0.0205
3499,-0.0263,-0.0226,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0542,-0.0226,-0.0226,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0542,-0.0226,-0.0126,-0.0062,-0.0126,-0.0219,-0.0219,0.0265,-0.0263,0.0378,-0.0263,0.0068,0.0068,0.0848,-0.0126,0.0378,-0.0205,-0.0205,-0.0171,-0.0062,0.0068,0.0068,0.0848,-0.0126,-0.0263,0.0022,-0.0219,0.0022,-0.0219,0.0265
3531,-0.0205,-0.0062,-0.0171,-0.0205,-0.0171,nan,-0.0062,-0.0263,-0.0171,-0.0219,0.0022,-0.0263,0.0022,nan,-0.0219,-0.0205,0.0022,0.0265,-0.0219,0.0265,nan,-0.0263,-0.0062,0.0265,0.0022,-0.0263,nan,0.0265,-0.0171,-0.0263,0.0022,nan,-0.0219,-0.0205,0.0022,nan,0.0265,-0.0171,-0.0263,nan,nan,nan,-0.0062,0.0265,-0.0171
3579,-0.0263,-0.0226,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0542,-0.0226,-0.0226,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0542,-0.0226,-0.0126,-0.0062,-0.0126,-0.0219,-0.0219,0.0265,-0.0263,0.0378,-0.0263,0.0068,0.0068,0.0848,-0.0126,0.0378,-0.0205,-0.0205,-0.0171,-0.0062,0.0068,0.0068,0.0848,-0.0126,-0.0263,0.0022,-0.0219,0.0022,-0.0219,0.0265
3682,0.0265,0.0265,-0.0263,-0.0126,-0.0219,-0.0219,0.0265,-0.0219,-0.0263,-0.0263,0.0265,0.0848,0.0022,0.0022,-0.0263,0.0022,0.0265,0.0265,0.0848,0.0022,0.0022,-0.0263,0.0022,0.0265,-0.0126,-0.0219,-0.0219,0.0265,-0.0219,-0.0263,0.0068,0.0068,0.0848,0.0068,-0.0126,-0.0263,0.0022,-0.0263,-0.0219,0.0022,-0.0263,-0.0219,0.0022,0.0265,-0.0219
3687,-0.0205,0.0137,-0.0205,-0.0263,-0.0263,0.0137,0.0137,0.0968,0.0137,-0.0103,-0.0263,-0.0205,-0.0205,-0.0103,-0.0103,0.0541,-0.0103,-0.0103,0.0137,0.0137,-0.0263,-0.0263,0,-0.0263,-0.0205,-0.0205,-0.0103,-0.0103,0.0541,-0.0103,-0.0263,0.0137,0.0137,0.0968,0.0137,0.0137,0.0137,0.0968,0.0137,-0.0263,0,-0.0263,0,-0.0263,0
3889,-0.0263,-0.0226,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0542,-0.0226,-0.0226,-0.0231,0.0137,-0.0231,-0.0103,-0.0103,0.0542,-0.0226,-0.0126,-0.0062,-0.0126,-0.0219,-0.0219,0.0265,-0.0263,0.0378,-0.0263,0.0068,0.0068,0.0848,-0.0126,0.0378,-0.0205,-0.0205,-0.0171,-0.0062,0.0068,0.0068,0.0848,-0.0126,-0.0263,0.0022,-0.0219,0.0022,-0.0219,0.0265
3985,-0.0226,0.0265,0.0265,0.0265,-0.0062,-0.0219,-0.0219,-0.0062,-0.0062,0.0542,0.0542,0.0542,0.0137,-0.0103,-0.0103,0.0137,0.0137,-0.0263,-0.0263,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0263,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0205,-0.0205,-0.0263,-0.0263,-0.0263,-0.0205,-0.0205,-0.0205,-0.0205,-0.0263
4017,-0.0226,0.0188,0,-0.0231,-0.0231,-0.0231,0,0.1023,0,0.0468,0.0226,-0.0126,-0.0126,-0.0126,0.0226,0.1447,0.0226,-0.0237,-0.0017,-0.0017,-0.0017,-0.0237,-0.0032,-0.0237,-0.015,-0.015,-0.015,-0.0263,0.0147,-0.0263,-0.0263,-0.0263,-0.015,0.067,-0.015,-0.0263,-0.015,0.067,-0.015,-0.015,0.067,-0.015,0.0147,-0.0263,0.0147
4106,-0.0237,0.0699,-0.0237,0.0699,-0.0161,-0.0161,0.0152,0.1078,0.0152,0.0421,-0.0263,0.0421,-0.0237,-0.0237,-0.0027,0.0752,-0.0027,0.0421,-0.0263,0.0188,0.0188,-0.0141,-0.0226,-0.0141,0.0421,-0.0237,-0.0237,-0.0027,0.0752,-0.0027,0.0188,0.0188,-0.0141,-0.0226,-0.0141,-0.0263,-0.0156,0.0468,-0.0156,-0.0156,0.0468,-0.0156,0.0026,-0.0263,0.0026
4118,-0.0226,0.0188,-0.0141,0,-0.0231,0.0542,-0.0141,-0.0231,-0.0231,0.0468,0.0026,0.0226,-0.0126,0.0265,0.0026,-0.0126,-0.0126,-0.0156,-0.0237,-0.0017,0.1926,-0.0156,-0.0017,-0.0017,-0.0236,-0.0234,0.118,-0.0263,-0.0234,-0.0234,-0.015,0.1539,-0.0236,-0.015,-0.015,0.0848,-0.0234,-0.0263,-0.0263,0.118,0.0848,0.0848,-0.0234,-0.0234,-0.0263
4425,-0.0171,-0.0062,0.0137,-0.0263,-0.0062,-0.0171,-0.0205,-0.0205,-0.0205,0.0265,0.0542,-0.0171,0.0265,-0.0263,0.0022,0.0022,0.0022,-0.0226,-0.0062,-0.0263,0.0265,-0.0219,-0.0219,-0.0219,0.0137,-0.0226,0.0542,-0.0103,-0.0103,-0.0103,-0.0062,-0.0171,-0.0205,-0.0205,-0.0205,0.0265,-0.0219,-0.0219,-0.0219,0.0022,0.0022,0.0022,-0.0263,-0.0263,-0.0263
4467,-0.0172,0.0188,-0.0141,0.0091,-0.0231,0.0542,-0.0065,-0.0231,-0.0231,0.0223,-0.0071,0.0061,-0.0148,0.0546,-0.0082,-0.0148,-0.0148,-0.0156,-0.0238,-0.0017,0.1926,-0.0188,-0.0017,-0.0017,-0.0186,-0.0234,0.118,-0.0237,-0.0234,-0.0234,-0.0078,0.163,-0.0239,-0.0078,-0.0078,0.0848,-0.0181,-0.0263,-0.0263,0.1275,0.0848,0.0848,-0.0181,-0.0181,-0.0263
4513,-0.0205,-0.0062,-0.0171,-0.0205,-0.0171,nan,-0.0062,-0.0263,-0.0171,-0.0219,0.0022,-0.0263,0.0022,nan,-0.0219,-0.0205,0.0022,0.0265,-0.0219,0.0265,nan,-0.0263,-0.0062,0.0265,0.0022,-0.0263,nan,0.0265,-0.0171,-0.0263,0.0022,nan,-0.0219,-0.0205,0.0022,nan,0.0265,-0.0171,-0.0263,nan,nan,nan,-0.0062,0.0265,-0.0171
4539,-0.0205,-0.0062,-0.0171,-0.0205,-0.0171,nan,-0.0062,-0.0263,-0.0171,-0.0219,0.0022,-0.0263,0.0022,nan,-0.0219,-0.0205,0.0022,0.0265,-0.0219,0.0265,nan,-0.0263,-0.0062,0.0265,0.0022,-0.0263,nan,0.0265,-0.0171,-0.0263,0.0022,nan,-0.0219,-0.0205,0.0022,nan,0.0265,-0.0171,-0.0263,nan,nan,nan,-0.0062,0.0265,-0.0171
4798,-0.0226,0.0265,0.0265,0.0265,-0.0062,-0.0219,-0.0219,-0.0062,-0.0062,0.0542,0.0542,0.0542,0.0137,-0.0103,-0.0103,0.0137,0.0137,-0.0263,-0.0263,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0263,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0171,0.0022,0.0022,-0.0171,-0.0171,-0.0205,-0.0205,-0.0263,-0.0263,-0.0263,-0.0205,-0.0205,-0.0205,-0.0205,-0.0263
4829,0.0022,-0.0103,0.0068,-0.0103,-0.0103,0.0022,-0.0263,-0.0219,-0.0103,0.0542,0.0848,0.0542,0.0542,-0.0263,0.0022,0.0265,0.0542,-0.0231,-0.0263,-0.0263,0.0542,-0.0103,-0.0226,-0.0263,-0.0231,-0.0231,0.0848,0.0068,-0.0126,-0.0231,-0.0263,0.0542,-0.0103,-0.0226,-0.0263,0.0542,-0.0103,-0.0226,-0.0263,0.0022,0.0265,0.0542,-0.0219,-0.0103,-0.0226
